threads,ranks,all_avg_usr,all_max_usr,all_avg_wall,all_max_wall,all_avg_sys,all_max_sys,analytical_error.block_ipdg_avg_usr,analytical_error.block_ipdg_max_usr,analytical_error.block_ipdg_avg_wall,analytical_error.block_ipdg_max_wall,analytical_error.block_ipdg_avg_sys,analytical_error.block_ipdg_max_sys,block_ipdg.all_avg_usr,block_ipdg.all_max_usr,block_ipdg.all_avg_wall,block_ipdg.all_max_wall,block_ipdg.all_avg_sys,block_ipdg.all_max_sys,block_ipdg.discretize_avg_usr,block_ipdg.discretize_max_usr,block_ipdg.discretize_avg_wall,block_ipdg.discretize_max_wall,block_ipdg.discretize_avg_sys,block_ipdg.discretize_max_sys,block_ipdg.solve_avg_usr,block_ipdg.solve_max_usr,block_ipdg.solve_avg_wall,block_ipdg.solve_max_wall,block_ipdg.solve_avg_sys,block_ipdg.solve_max_sys,ipdg.all_avg_usr,ipdg.all_max_usr,ipdg.all_avg_wall,ipdg.all_max_wall,ipdg.all_avg_sys,ipdg.all_max_sys,ipdg.discretize_avg_usr,ipdg.discretize_max_usr,ipdg.discretize_avg_wall,ipdg.discretize_max_wall,ipdg.discretize_avg_sys,ipdg.discretize_max_sys,ipdg.solve_avg_usr,ipdg.solve_max_usr,ipdg.solve_avg_wall,ipdg.solve_max_wall,ipdg.solve_avg_sys,ipdg.solve_max_sys,single_run_avg_usr,single_run_max_usr,single_run_avg_wall,single_run_max_wall,single_run_avg_sys,single_run_max_sys
1,7168,115579,117120,116176,117620,65.0949,620,76.0059,80,75.9955,76,0.0795201,10,28677,28700,28766,28768,6.09515,150,251.33,360,253.308,358,1.78013,20,28425.6,28450,28512,28523,4.31362,150,28383.6,28480,28586.5,28589,22.0508,190,152.261,230,157.824,227,5.46735,30,28162.7,28210,28359.2,28412,16.4076,170,57789.6,58560,58087.9,58810,32.5251,310

