threads,ranks,all_avg_usr,all_max_usr,all_avg_wall,all_max_wall,all_avg_sys,all_max_sys,analytical_error.block_ipdg_avg_usr,analytical_error.block_ipdg_max_usr,analytical_error.block_ipdg_avg_wall,analytical_error.block_ipdg_max_wall,analytical_error.block_ipdg_avg_sys,analytical_error.block_ipdg_max_sys,block_ipdg.all_avg_usr,block_ipdg.all_max_usr,block_ipdg.all_avg_wall,block_ipdg.all_max_wall,block_ipdg.all_avg_sys,block_ipdg.all_max_sys,block_ipdg.discretize_avg_usr,block_ipdg.discretize_max_usr,block_ipdg.discretize_avg_wall,block_ipdg.discretize_max_wall,block_ipdg.discretize_avg_sys,block_ipdg.discretize_max_sys,block_ipdg.solve_avg_usr,block_ipdg.solve_max_usr,block_ipdg.solve_avg_wall,block_ipdg.solve_max_wall,block_ipdg.solve_avg_sys,block_ipdg.solve_max_sys,ipdg.all_avg_usr,ipdg.all_max_usr,ipdg.all_avg_wall,ipdg.all_max_wall,ipdg.all_avg_sys,ipdg.all_max_sys,ipdg.discretize_avg_usr,ipdg.discretize_max_usr,ipdg.discretize_avg_wall,ipdg.discretize_max_wall,ipdg.discretize_avg_sys,ipdg.discretize_max_sys,ipdg.solve_avg_usr,ipdg.solve_max_usr,ipdg.solve_avg_wall,ipdg.solve_max_wall,ipdg.solve_avg_sys,ipdg.solve_max_sys,single_run_avg_usr,single_run_max_usr,single_run_avg_wall,single_run_max_wall,single_run_avg_sys,single_run_max_sys
1,7168,259376,260860,260452,261784,102.349,1300,157.61,160,157.995,158,0.104632,10,63690.3,63720,63891.2,63894,11.6336,270,580.202,750,584.838,762,3.69559,20,63110,63170,63305.7,63342,7.93806,270,65174.8,65290,65503.8,65509,33.736,370,345.901,470,358.195,498,11.6727,40,64758.5,64820,65074.2,65140,21.8276,360,129688,130430,130226,130892,51.1607,650

