threads,ranks,all_avg_usr,all_max_usr,all_avg_wall,all_max_wall,all_avg_sys,all_max_sys,analytical_error.block_ipdg_avg_usr,analytical_error.block_ipdg_max_usr,analytical_error.block_ipdg_avg_wall,analytical_error.block_ipdg_max_wall,analytical_error.block_ipdg_avg_sys,analytical_error.block_ipdg_max_sys,block_ipdg.all_avg_usr,block_ipdg.all_max_usr,block_ipdg.all_avg_wall,block_ipdg.all_max_wall,block_ipdg.all_avg_sys,block_ipdg.all_max_sys,block_ipdg.discretize_avg_usr,block_ipdg.discretize_max_usr,block_ipdg.discretize_avg_wall,block_ipdg.discretize_max_wall,block_ipdg.discretize_avg_sys,block_ipdg.discretize_max_sys,block_ipdg.solve_avg_usr,block_ipdg.solve_max_usr,block_ipdg.solve_avg_wall,block_ipdg.solve_max_wall,block_ipdg.solve_avg_sys,block_ipdg.solve_max_sys,ipdg.all_avg_usr,ipdg.all_max_usr,ipdg.all_avg_wall,ipdg.all_max_wall,ipdg.all_avg_sys,ipdg.all_max_sys,ipdg.discretize_avg_usr,ipdg.discretize_max_usr,ipdg.discretize_avg_wall,ipdg.discretize_max_wall,ipdg.discretize_avg_sys,ipdg.discretize_max_sys,ipdg.solve_avg_usr,ipdg.solve_max_usr,ipdg.solve_avg_wall,ipdg.solve_max_wall,ipdg.solve_avg_sys,ipdg.solve_max_sys,single_run_avg_usr,single_run_max_usr,single_run_avg_wall,single_run_max_wall,single_run_avg_sys,single_run_max_sys
1,14336,56650.9,59500,57188.9,59800,43.5561,360,33.0783,40,33,33,0.0906808,10,13349.1,13360,13387.9,13390,3.25265,80,127.189,180,128.113,185,1.08119,20,13221.9,13240,13259.1,13269,2.17146,80,13575.4,13750,13798,13800,14.3708,100,77.3779,110,80.1834,116,2.98131,30,13382.2,13430,13600.9,13694,11.1628,90,28325.4,29750,28594.4,29900,21.7585,180

